$\psi$_gauss_grad
x	y	z	$\psi$_gauss_grad_x	$\psi$_gauss_grad_y	$\psi$_gauss_grad_z
5.07790839309943	1.43336577284519	-3.30489174718132	1.07921615848767	-0.731565989292086	0.927430899468528
-3.69586776217708	2.82627843039582	4.55938536667755	1.07721734304545	0.263135615926068	0.00887845208277588
3.49064211104535	-7.08268748892692	1.31853297958309	0.553890188357817	0.223590489118797	-0.0434581763685775
0.16188626246584	-4.1065614995676	-0.36730348604855	0.994788973352151	0.0288966438366399	-0.00335733621544447
-0.687176307071644	7.52867056469213	-1.90872683401852	0.510772478193489	0.225202706300171	0.00220559558337573
5.98223782132097	0.776707568633074	-4.18558161180819	1.34267751797495	-0.456500035118756	0.736552164442575
3.63057864408226	-0.978008536189609	-7.65836899501414	0.588585959283203	-0.306731307981018	0.270872777129707
7.17779608702306	0.783712176777749	1.15657183200984	3.85823025457123	-2.55201375170819	-0.690924620851526
-2.8349672367873	-0.74707654689047	-8.93849040016437	0.584427773190079	-0.0906387491347549	-0.198105172938236
3.54023127436284	2.86691584792261	-4.36585638336929	1.01883213471016	-0.285677781711256	0.264425356941341
1.18454925686449	0.730396283105592	-8.80106174027638	0.556325894725642	-0.114069081094724	-0.0269788677664752
-5.43722694971589	6.36987846302553	-1.79070608636	0.836574488673366	0.671952859807243	0.010507445841211
-0.687271388513883	5.82974413589549	-3.99687545526655	0.934568588048306	0.0876777809593524	0.0824736823029687
5.47284269782521	0.67760839864806	-5.56118724350323	1.39649414977367	0.378823650989011	0.982543447203631
1.62345540840109	-2.2116298056822	8.70619243291168	0.569035306722747	0.0577943636566707	-0.0515640644559339
1.99679341481765	5.01892817221502	0.961005005873314	0.877155198495825	-0.152280482079742	0.165385223809618
-3.23231152328421	3.50355687984127	-0.0206294585312116	1.39782910953024	-0.0219229332372784	0.0307545278164361
-1.44836324082518	-1.49300657874707	3.03025662818635	1.03145266337801	-0.242424190707099	0.159911865518115
-4.14525554156745	-1.39980090143345	-1.62161404260389	4.07363069757581	0.142145714523131	1.28346658569349
-0.985216437171104	-7.2512032335647	4.97157820711554	0.569116636227676	-0.0444948018182765	-0.0723956285043615
-3.09766060626057	-0.627405273368897	-7.55278600807511	0.653641957680028	-0.163742903349768	-0.395254756210503
2.93435468946024	3.03440869376932	-2.35275784211961	1.07228638274818	0.203161596376082	-0.0634695241388917
-1.1222882191155	2.05600264273566	6.09508856474138	0.794864533025237	-0.0686367781600633	0.362422821919398
-5.86815641625005	-1.69310714614692	-4.53605529244611	1.31773571542051	-0.309988770547414	-0.525713725559442
6.15084711116746	0.751109910207355	-4.77158416171524	1.05290047800779	0.90917025448022	1.65285458946883
-2.78623235549465	-0.577147868928828	-8.49596467810951	0.996148402706697	-0.677394807768427	-0.121387632428961
-6.00668987842726	-4.21764673572164	-5.83154549832423	1.30723113126882	-0.27987526374317	-0.641786810949802
