$\psi$
x	y	$\psi$
0.125	0.00785398163397448	307902.228282737
0.375	0.00785398163397448	128545.415629886
0.625	0.00785398163397448	81920.2769820609
0.875	0.00785398163397448	58888.3426203417
1.125	0.00785398163397448	44517.9777496825
1.375	0.00785398163397448	34538.3361255069
1.625	0.00785398163397448	27177.9696748489
1.875	0.00785398163397448	21543.386173702
2.125	0.00785398163397448	17122.7608147933
2.375	0.00785398163397448	13594.3995182117
2.625	0.00785398163397448	10741.6259187002
2.875	0.00785398163397448	8410.9213961462
3.125	0.00785398163397448	6489.52944333929
3.375	0.00785398163397448	4892.5295585718
3.625	0.00785398163397448	3554.84311694391
3.875	0.00785398163397448	2425.98189017374
4.125	0.00785398163397448	1466.42355640243
4.375	0.00785398163397448	645.01357085294
4.625	0.00785398163397448	-62.9492292817249
4.875	0.00785398163397448	-677.150740731639
5.125	0.00785398163397448	-1213.35645046486
5.375	0.00785398163397448	-1684.25274217099
5.625	0.00785398163397448	-2100.09767713583
5.875	0.00785398163397448	-2469.2269097418
6.125	0.00785398163397448	-2798.44855313199
6.375	0.00785398163397448	-3093.35242232917
6.625	0.00785398163397448	-3358.55297442368
6.875	0.00785398163397448	-3597.88073036973
7.125	0.00785398163397448	-3814.53355001293
7.375	0.00785398163397448	-4011.19653999242
7.625	0.00785398163397448	-4190.13739325583
7.875	0.00785398163397448	-4353.28243826867
8.125	0.00785398163397448	-4502.27750476835
8.375	0.00785398163397448	-4638.53680842916
8.625	0.00785398163397448	-4763.28235674603
8.875	0.00785398163397448	-4877.57583552181
9.125	0.00785398163397448	-4982.34451347379
9.375	0.00785398163397448	-5078.40237407222
9.625	0.00785398163397448	-5166.46742760031
9.875	0.00785398163397448	-5247.17595630884
10.125	0.00785398163397448	-5321.09428888232
10.375	0.00785398163397448	-5388.72857756575
10.625	0.00785398163397448	-5450.53295474312
10.875	0.00785398163397448	-5506.91636971493
11.125	0.00785398163397448	-5558.24834641854
11.375	0.00785398163397448	-5604.86385537542
11.625	0.00785398163397448	-5647.06745552893
11.875	0.00785398163397448	-5685.13683174611
12.125	0.00785398163397448	-5719.32582994678
12.375	0.00785398163397448	-5749.86707280953
12.625	0.00785398163397448	-5776.97422378075
12.875	0.00785398163397448	-5800.84395488643
13.125	0.00785398163397448	-5821.65766400282
13.375	0.00785398163397448	-5839.58297929071
13.625	0.00785398163397448	-5854.77508205069
13.875	0.00785398163397448	-5867.37787402441
14.125	0.00785398163397448	-5877.52501088852
14.375	0.00785398163397448	-5885.34082019473
14.625	0.00785398163397448	-5890.94111913466
14.875	0.00785398163397448	-5894.43394514038
15.125	0.00785398163397448	-5895.92021037167
15.375	0.00785398163397448	-5895.49428951325
15.625	0.00785398163397448	-5893.24454894927
15.875	0.00785398163397448	-5889.25382424519
16.125	0.00785398163397448	-5883.59985191299
16.375	0.00785398163397448	-5876.35566063313
16.625	0.00785398163397448	-5867.58992642315
16.875	0.00785398163397448	-5857.3672956661
17.125	0.00785398163397448	-5845.74867941789
17.375	0.00785398163397448	-5832.79152199023
17.625	0.00785398163397448	-5818.55004644469
17.875	0.00785398163397448	-5803.07547931878
18.125	0.00785398163397448	-5786.41625663839
18.375	0.00785398163397448	-5768.61821303386
18.625	0.00785398163397448	-5749.72475557456
18.875	0.00785398163397448	-5729.77702375981
19.125	0.00785398163397448	-5708.81403694817
19.375	0.00785398163397448	-5686.87283037073
19.625	0.00785398163397448	-5663.98858075522
19.875	0.00785398163397448	-5640.19472248112
20.125	0.00785398163397448	-5615.52305509329
20.375	0.00785398163397448	-5590.00384291916
20.625	0.00785398163397448	-5563.66590746159
20.875	0.00785398163397448	-5536.53671317389
21.125	0.00785398163397448	-5508.64244716476
21.375	0.00785398163397448	-5480.00809333166
21.625	0.00785398163397448	-5450.65750137196
21.875	0.00785398163397448	-5420.61345108208
22.125	0.00785398163397448	-5389.89771231626
22.375	0.00785398163397448	-5358.53110094386
22.625	0.00785398163397448	-5326.53353111436
22.875	0.00785398163397448	-5293.92406411064
23.125	0.00785398163397448	-5260.72095404984
23.375	0.00785398163397448	-5226.94169066584
23.625	0.00785398163397448	-5192.60303938872
23.875	0.00785398163397448	-5157.72107891965
24.125	0.00785398163397448	-5122.3112364812
24.375	0.00785398163397448	-5086.38832091017
24.625	0.00785398163397448	-5049.9665537453
24.875	0.00785398163397448	-5013.05959845069
25.125	0.00785398163397448	-4975.68058790379
25.375	0.00785398163397448	-4937.84215026769
25.625	0.00785398163397448	-4899.55643335727
25.875	0.00785398163397448	-4860.83512760146
26.125	0.00785398163397448	-4821.68948769377
26.375	0.00785398163397448	-4782.13035301951
26.625	0.00785398163397448	-4742.16816693818
26.875	0.00785398163397448	-4701.81299499677
27.125	0.00785398163397448	-4661.07454214158
27.375	0.00785398163397448	-4619.96216899273
27.625	0.00785398163397448	-4578.48490724068
27.875	0.00785398163397448	-4536.65147421879
28.125	0.00785398163397448	-4494.47028670437
28.375	0.00785398163397448	-4451.94947399463
28.625	0.00785398163397448	-4409.09689030174
28.875	0.00785398163397448	-4365.9201265083
29.125	0.00785398163397448	-4322.4265213214
29.375	0.00785398163397448	-4278.62317186115
29.625	0.00785398163397448	-4234.51694371662
29.875	0.00785398163397448	-4190.11448050058
30.125	0.00785398163397448	-4145.42221293157
30.375	0.00785398163397448	-4100.44636747091
30.625	0.00785398163397448	-4055.19297453962
30.875	0.00785398163397448	-4009.66787633947
31.125	0.00785398163397448	-3963.8767342993
31.375	0.00785398163397448	-3917.82503616866
31.625	0.00785398163397448	-3871.51810277709
31.875	0.00785398163397448	-3824.96109447823
32.125	0.00785398163397448	-3778.15901729508
32.375	0.00785398163397448	-3731.11672878311
32.625	0.00785398163397448	-3683.8389436259
32.875	0.00785398163397448	-3636.33023897738
33.125	0.00785398163397448	-3588.59505956438
33.375	0.00785398163397448	-3540.6377225621
33.625	0.00785398163397448	-3492.46242225342
33.875	0.00785398163397448	-3444.07323448408
34.125	0.00785398163397448	-3395.47412092355
34.375	0.00785398163397448	-3346.66893314181
34.625	0.00785398163397448	-3297.66141651101
34.875	0.00785398163397448	-3248.45521394117
35.125	0.00785398163397448	-3199.05386945739
35.375	0.00785398163397448	-3149.46083162713
35.625	0.00785398163397448	-3099.67945684443
35.875	0.00785398163397448	-3049.71301247856
36.125	0.00785398163397448	-2999.56467989255
36.375	0.00785398163397448	-2949.23755733912
36.625	0.00785398163397448	-2898.73466273883
36.875	0.00785398163397448	-2848.05893634659
37.125	0.00785398163397448	-2797.2132433115
37.375	0.00785398163397448	-2746.20037613503
37.625	0.00785398163397448	-2695.02305703247
37.875	0.00785398163397448	-2643.68394020139
38.125	0.00785398163397448	-2592.18561400234
38.375	0.00785398163397448	-2540.53060305512
38.625	0.00785398163397448	-2488.7213702544
38.875	0.00785398163397448	-2436.76031870871
39.125	0.00785398163397448	-2384.64979360573
39.375	0.00785398163397448	-2332.39208400754
39.625	0.00785398163397448	-2279.98942457867
39.875	0.00785398163397448	-2227.44399724995
40.125	0.00785398163397448	-2174.75793282086
40.375	0.00785398163397448	-2121.93331250309
40.625	0.00785398163397448	-2068.97216940789
40.875	0.00785398163397448	-2015.87648997965
41.125	0.00785398163397448	-1962.64821537753
41.375	0.00785398163397448	-1909.28924280806
41.625	0.00785398163397448	-1855.80142680997
41.875	0.00785398163397448	-1802.1865804939
42.125	0.00785398163397448	-1748.44647673842
42.375	0.00785398163397448	-1694.58284934438
42.625	0.00785398163397448	-1640.59739414917
42.875	0.00785398163397448	-1586.49177010246
43.125	0.00785398163397448	-1532.2676003051
43.375	0.00785398163397448	-1477.9264730128
43.625	0.00785398163397448	-1423.46994260551
43.875	0.00785398163397448	-1368.89953052433
