$\psi$_gauss_grad
x	y	$\psi$_gauss_grad_x	$\psi$_gauss_grad_y
0.125	0.00785398163397448	876895.287825247	-212049.330572519
0.375	0.00785398163397448	-451963.902601353	-10495.0589836289
0.625	0.00785398163397448	-139314.146019089	-1228.00301851113
0.875	0.00785398163397448	-74804.5984647569	-372.0867677543
1.125	0.00785398163397448	-48700.0129896697	-183.133875881457
1.375	0.00785398163397448	-34680.0161496671	-113.072107642035
1.625	0.00785398163397448	-25989.8999036097	-78.8450757862672
1.875	0.00785398163397448	-20110.4177201113	-58.8086382910326
2.125	0.00785398163397448	-15897.9733109806	-45.4524352414329
2.375	0.00785398163397448	-12762.2697921862	-35.7385238364877
2.625	0.00785398163397448	-10366.956244131	-28.298454174734
2.875	0.00785398163397448	-8504.1929507218	-22.4450144507492
3.125	0.00785398163397448	-7036.78367514882	-17.7860045625287
3.375	0.00785398163397448	-5869.37265279075	-14.0654778783377
3.625	0.00785398163397448	-4933.09533679611	-11.0969413001052
3.875	0.00785398163397448	-4176.83912108296	-8.7347026750346
4.125	0.00785398163397448	-3561.9366386416	-6.86100399736659
4.375	0.00785398163397448	-3058.74557136831	-5.37955939844061
4.625	0.00785398163397448	-2644.32862316916	-4.21163928835535
4.875	0.00785398163397448	-2300.81444236626	-3.29318784322576
5.125	0.00785398163397448	-2014.20400287871	-2.57242768733324
5.375	0.00785398163397448	-1773.48245334195	-2.00777883792771
5.625	0.00785398163397448	-1569.9483351416	-1.56604600376234
5.875	0.00785398163397448	-1396.70175199231	-1.22086042146813
6.125	0.00785398163397448	-1248.25102517474	-0.951362932604155
6.375	0.00785398163397448	-1120.20884258338	-0.741108569795171
6.625	0.00785398163397448	-1009.05661608113	-0.577167727152123
6.875	0.00785398163397448	-911.961151178519	-0.44939681590142
7.125	0.00785398163397448	-826.63161924536	-0.349851713795504
7.375	0.00785398163397448	-751.207686485799	-0.272319379196609
7.625	0.00785398163397448	-684.171796552505	-0.211945907143491
7.875	0.00785398163397448	-624.280223025042	-0.16494246198155
8.125	0.00785398163397448	-570.508740320984	-0.12835357664778
8.375	0.00785398163397448	-522.009703955352	-0.0998750852206811
8.625	0.00785398163397448	-478.078054185288	-0.0777113558020251
8.875	0.00785398163397448	-438.124313455534	-0.0604635268589543
9.125	0.00785398163397448	-401.653077100819	-0.0470421262797646
9.375	0.00785398163397448	-368.245828253026	-0.0365988239663222
9.625	0.00785398163397448	-337.547164473242	-0.028473170974872
9.875	0.00785398163397448	-309.253722564024	-0.0221510596901084
10.125	0.00785398163397448	-283.10524251383	-0.0172323425419856
10.375	0.00785398163397448	-258.877331721587	-0.0134055992008478
10.625	0.00785398163397448	-236.375584298358	-0.0104284803175079
10.875	0.00785398163397448	-215.430783350842	-0.0081123999180752
11.125	0.00785398163397448	-195.894971320981	-0.00631061588870112
11.375	0.00785398163397448	-177.638218220783	-0.00490895059505775
11.625	0.00785398163397448	-160.545952741384	-0.0038185677127199
11.875	0.00785398163397448	-144.516748835708	-0.00297034970943333
12.125	0.00785398163397448	-129.460482126837	-0.00231052249835867
12.375	0.00785398163397448	-115.296787667935	-0.00179725038338645
12.625	0.00785398163397448	-101.953764153807	-0.00139798637086579
12.875	0.00785398163397448	-89.366880444145	-0.0010874105739794
13.125	0.00785398163397448	-77.4780488085514	-0.000845824928839053
13.375	0.00785398163397448	-66.2348360957451	-0.000657906197210502
13.625	0.00785398163397448	-55.5897894673999	-0.000511733763734754
13.875	0.00785398163397448	-45.4998576756636	-0.000398034790616503
14.125	0.00785398163397448	-35.925892340636	-0.000309595603875768
14.375	0.00785398163397448	-26.832216492272	-0.000240805150026452
14.625	0.00785398163397448	-18.1862498913027	-0.000187298272753142
14.875	0.00785398163397448	-9.95818247400311	-0.000145679644609696
15.125	0.00785398163397448	-2.12068874574614	-0.000113308204459224
15.375	0.00785398163397448	5.351322844797	-8.81294784051094e-05
15.625	0.00785398163397448	12.4809305361156	-6.85455358721806e-05
15.875	0.00785398163397448	19.2893940725435	-5.33132010006106e-05
16.125	0.00785398163397448	25.7963272241383	-4.14654820324479e-05
16.375	0.00785398163397448	32.019850979681	-3.22505444681417e-05
16.625	0.00785398163397448	37.9767299340531	-2.50833643736556e-05
16.875	0.00785398163397448	43.6824940105142	-1.95088459333202e-05
17.125	0.00785398163397448	49.1515473517407	-1.51732187357178e-05
