$\psi$
x	y	z	$\psi$
4.17143755891747	3.67609311141324	5.59431173528789	-311.89400343029
-5.17296616757415	1.16337563470892	3.55512639962486	-324.189823100334
-5.83690551872853	5.03791869508884	5.62904703576038	-322.336915318572
7.91012209324794	2.76130527928314	2.86058707800749	-303.41255624574
-5.17304866743451	1.73854649583231	-1.67008620325378	-326.680464686858
-4.63091736401702	-0.0336751208709535	1.89306113377877	-324.765040449248
3.64845580503727	-5.70826092199893	-1.64930594108218	-311.477761730002
1.29771372178923	0.267071092802638	-8.87896079588175	-315.144614093014
3.35571692737003	0.767381752871199	-2.63891139874894	-310.6535780927
-7.1291458357191	-5.74736402839634	0.62650862583186	-324.740408822582
4.99817923971902	-4.25658638015233	3.54786184577306	-309.567715811544
-3.39426153961305	-2.27737600663746	-4.50261774677983	-320.683911674051
-4.42138634156811	3.25971762197495	-0.550691817036987	-324.343850251679
-0.657832490303437	2.66079621476813	-4.21633231630309	-317.289836627416
3.82976266029985	-4.13505398827111	-5.46983855975768	-311.781729993403
-7.35831725474731	1.29620328211421	-6.19013499786563	-325.593582113631
-4.26936760701466	-0.206264621844077	-1.80813361071013	-324.178902049403
0.835954492285771	6.73657964496465	3.07186575753808	-315.655643307568
4.255686773644	3.18052178557303	-5.07758349436058	-311.143283283755
-4.31313956992423	-0.145642622171704	2.49200993578951	-323.733067220601
-0.718391944493783	1.7943330520095	6.35871423005235	-316.997063134977
-2.99085365115862	4.56428403626355	-7.18753657333555	-319.020312736005
-5.55442098992679	-4.60561671986149	-3.5762274920838	-322.920537671425
6.98242865662904	5.41561833365775	0.668873260073166	-307.487610653535
5.7604850117618	3.67552883011404	2.15682504310609	-307.650362602788
-3.52589098770025	6.43903225593523	-2.38987977214749	-320.484758444675
-2.70216216658107	1.52451410671623	6.20506814470015	-318.920417847956
-1.1892385553547	3.77833325267553	-5.45564113424372	-317.710265482765
3.51307961964607	2.3583396488067	-4.28251505501879	-311.600188089048
-2.14821682609562	2.89372663656166	3.2167547952641	-319.186077853769
-5.88006979598084	1.2928565769725	1.57969529094533	-328.622338636608
0.580172477250953	1.32237532740317	-2.34795365761823	-315.554231260405
7.70339690565359	-3.55043930461641	2.50280138720632	-303.465512102322
0.462340495670497	-0.718283365630879	8.11609084565527	-315.712426277834
2.45799242977222	-3.91681141774841	-8.06545146738631	-313.969229847925
-4.44146916176109	-0.827730430079326	-3.46578347741275	-323.540876613952
4.65975615750873	3.37210168988734	-2.67627304058081	-309.169613709885
-0.744580685169902	3.6777511785467	-5.65446182802511	-317.236957913268
5.89620731706802	-3.16590259806548	2.50162666909934	-306.437319348549
-4.50505688238397	2.88203750643277	-0.776448727940905	-324.649889113644
-2.10281930786738	-5.36322371373643	-0.195879101885046	-318.702425853182
-4.89128959456719	1.62764018409348	-1.97823567366706	-325.837540878505
-1.28972945275096	5.89914915416496	-4.36405958042662	-317.770976124295
-0.346730767451561	3.04484352243277	-4.30742579538242	-316.829683488375
2.73110227076875	-4.16248237851839	0.796490333121768	-312.14124489837
-5.03990947287595	5.9441582780883	0.489787508681118	-322.819031449025
2.04802214173767	-2.91543055426302	-8.23490704516774	-314.180860817874
-1.64413352423773	3.41622447606155	-5.34630633657127	-318.283726317913
4.96565985505578	3.63615207848481	-2.39907079653838	-308.845855867445
1.3082393672478	-2.72046679921234	7.5265779738519	-315.007027310886
-1.68308119390127	3.04073809410465	-5.06542319005843	-318.391658737011
3.94844087533565	6.06539336227575	2.0743646626369	-312.161933705286
-2.13159447115967	-8.61706932786024	2.81548037575938	-317.77917129853
0.777084871504877	0.827949198299001	-9.00446129891113	-315.514984366015
-2.9909561495692	6.85298525446036	-2.55080088380776	-319.679939053043
4.66382420793416	1.78707729035297	-3.53253015477613	-308.581787503701
-6.30693347049865	5.51952613445868	3.13823339241962	-323.903970699637
0.932213327140414	7.03159701129158	3.39482619551782	-315.572718633316
-3.76236784410424	3.83471756127699	-3.95726524544475	-321.377794683029
2.60871198103394	-3.34902745137758	-8.21442508286806	-313.823622316404
-2.04342407528572	4.40232842966441	7.50831714920852	-317.996613158709
6.53957019673283	-3.01340694123602	-2.60864835511824	-304.680203466751
-6.13119155427206	5.17019090370256	-0.319758869277001	-325.092881506324
5.16790200614231	6.94733986189147	-0.0684032442003805	-311.052380477688
4.22975366750688	5.79549194184251	5.04089351758234	-312.462821746927
4.57552500904404	2.23898154316787	-3.22219363936959	-308.94601659978
4.54410061880046	-3.98498110384217	-5.34617133378917	-310.968511130276
2.15328922747758	-2.39937566491342	-6.94575804078772	-313.863472969446
3.60839087891176	0.888466002209935	-2.08658482420584	-310.093622599948
5.23156500493535	0.994449766686485	-6.08642907418029	-309.572532428708
-3.99639659484297	0.0375573697982818	-2.0514765471506	-323.692762701729
3.00554422759965	5.32603291275666	-5.35346921941122	-313.378412038703
0.0707065746373449	-0.543617863952777	8.07109364633983	-315.967586633529
3.47053893477028	-5.20368491556736	-4.1374573123428	-312.140018255218
6.19356349294892	1.2289083868382	-4.12967041930132	-306.159183492781
-4.44557993296031	-1.01280251372921	-3.92910331743768	-323.182666687458
0.134097060015964	-5.19555380047072	-7.23169195981384	-316.045264084348
0.323832645954853	0.850688189671933	-2.28397310006483	-315.846097887807
-5.32706656312027	1.31459486379506	2.04212174369721	-326.442670106493
1.00522988752028	-2.99928447353707	7.30318507421617	-315.169428045284
3.20767784122072	4.27076157675003	0.810016786520581	-311.767840758281
-1.90480402803965	-5.81911974183832	-0.162104462605203	-318.360992289716
-2.14243044445185	3.15256644615613	1.68892895505377	-319.748677690642
1.41265976203624	5.21444124878521	4.11375332286105	-314.926033150583
4.03548360851175	-5.7926037036154	-5.46021405294594	-312.071084089048
4.30580806852984	-4.16694832073112	-5.74617708162766	-311.386619240371
-2.34251273552748	1.88134793948412	6.11108501583564	-318.746254128
-3.00320698401691	-2.85627217493672	-5.14278101273545	-320.003328098269
-5.25586358662526	4.7320519068078	5.40279761336118	-321.81966480499
-2.64749957355339	2.98015431295486	1.68240289143906	-320.357935442275
2.69072965259026	0.0507991435124645	-3.863476359555	-312.093727875748
3.05161615941549	2.76913291221606	-4.5102606790704	-312.438100426267
3.39780113278975	4.69087943659547	4.99446919995752	-312.7943832218
5.13717309131879	1.95000381772834	-3.8442409111747	-308.210409088816
2.22587083270503	6.43344500164411	3.89368041755287	-314.109269361962
-3.27115732831626	3.74112107732434	-3.91935553565908	-320.767049489243
5.35695481031884	-4.16920839255821	3.25595910602633	-309.056828155854
-5.43074045886182	0.242617316955628	-2.55153958032136	-327.26108886162
-0.964592134696199	6.23307659965058	-4.08494783477546	-317.458734340391
2.60636917042199	0.24523159769194	5.02042590086627	-312.900605760297
8.81102771151211	1.27685174792418	-0.755485751839426	-283.364319306879
2.32368086881626	-4.99402077679172	5.36612265648566	-313.789230299244
-0.109888125162987	0.630895376905974	2.47110658622003	-316.510420943947
-7.15313428867094	-5.2823757946672	0.434277411850589	-325.167824384859
5.88129253689136	0.585812655647731	-5.05813915120245	-307.58654447224
-3.51200486182174	-1.54451793489009	-1.08576901133916	-322.433198177331
1.29325037093098	-0.549757944644929	-0.568811790196776	-314.057409814437
8.07036902574707	3.10773325163472	-1.45540171343744	-300.452613306631
2.1513186114172	-5.26403728063237	5.7548314621054	-314.043476664578
-3.47590612782448	0.0594681571329789	-5.65334891952811	-320.738262548762
-5.87772703544579	4.10194605039881	-2.81263440515347	-325.47933947765
0.770273812870231	2.89039992362999	-3.60599209333427	-315.332399003276
-9.00220576769443	0.432938915023946	-1.44262170200625	-365.871298998719
-3.26901624046528	3.02890392827467	4.84019120381338	-320.397371796837
-1.223478966696	3.86031045146135	-5.97047600350438	-317.753808557004
-4.33693841924808	6.59084847832532	-4.05760839143403	-321.031693745694
-1.00031523301367	2.52287821546618	5.9319824352402	-317.274710305575
-5.70889063538045	-1.77021373656351	-5.11531220688967	-324.121655986843
0.343336873460031	1.34537889424696	-7.76876532715009	-315.966170996019
-3.2932372824513	3.87453568110697	-5.81760029625356	-319.800904167778
-2.10428596180772	2.38293050781973	3.32140586758239	-319.146959823153
5.56841605818761	0.851500853876013	2.46145363309945	-306.345489942565
3.12639017900848	1.22384041177271	-2.60932141590446	-310.993843692848
-2.69308091121563	-2.04915364903698	7.25589050704461	-318.647735343549
-2.19214597032432	-0.47694403377271	-4.3400109421534	-319.39585356381
3.02568403602251	8.70086206373254	1.54946644297841	-314.018272578644
5.40453955438031	6.77050735840616	0.353286313485805	-310.811546115121
-4.6013833364335	7.01042856310043	-3.77114556989247	-321.151352742784
-0.142489559914445	2.07712448215929	6.38687279869505	-316.408523627738
3.31030714181339	4.4612777043273	0.353822702188796	-311.770431144389
3.38771954921552	-2.60006279294969	-3.13443159074286	-310.904954166601
3.75326942606914	-3.63244355258238	2.11673591543147	-310.489770510282
2.51116816739413	-2.79101281923664	-7.08548228948765	-313.579701077258
3.12880958269729	-2.42444404966813	-4.21150138145162	-311.736850732723
-3.62006613253947	2.36983562919236	4.33558334604926	-320.883092148504
-5.11367813881717	6.29134827293363	-1.47507944560169	-322.746407384799
-1.45662209480551	-5.80078038630255	-0.321358776542586	-317.950598733263
2.80246875145234	3.76143487623932	-5.03524696624696	-313.116998934998
-4.88679604415703	3.24774228395314	-0.358166465807352	-325.0609992039
-6.07133500388556	2.80170200932228	3.85992674353426	-325.039314508683
-4.33315879140487	1.79202254379825	-1.64068210171415	-324.438271436198
-0.177345831659284	1.09800270266093	2.19422023029327	-316.656863048991
4.75938325174423	2.31152565093048	-2.67053014900101	-308.43018755952
2.70073767400435	1.01887848375706	-4.43728298179914	-312.539343734026
2.83768168800637	2.96350898918063	-4.83765171879859	-312.824398976528
3.70452033303309	-0.656649149984257	-0.199469731438062	-308.981466223331
-8.32188828991108	-3.36968598473314	-2.69725367942757	-330.170390236576
5.77022710906475	3.90520864930138	-2.34481256799073	-307.896863204508
2.88943792736527	3.56299252498809	-2.30107577315561	-312.011945214275
-5.67188944654303	2.02919094873773	5.33050482430645	-323.315763953597
0.391623534622543	-1.78338119746481	2.22787707619298	-315.542979696197
1.49253302121826	-0.846067048772122	8.02292457027351	-314.753671817825
0.750400296862669	2.72836812121205	-2.88531361759684	-315.263393931559
3.40341909670164	-3.80592800868394	2.69435294639398	-311.464323465156
1.70837128408523	-0.562057864651517	-0.222416004320345	-313.520551059649
5.7578753368275	-3.90429606734671	3.60417265051367	-308.367518888556
-4.59907637801838	1.60074337151798	-1.97187376569552	-324.937236450136
-4.65399643984505	0.0927272191551941	2.26241131140954	-324.330377699235
-3.48761261010236	5.07692826377415	-2.68614136311134	-320.874752025125
2.86764211124233	-0.0349558403537755	-3.3565988554587	-311.680509879885
5.45070951107565	1.19631651863826	-5.69978601197064	-309.133688548034
2.37974103412174	0.425014167249831	4.58089337088099	-313.016373312156
-1.21803874737514	-4.94234324412171	7.51090001090383	-317.141839715247
-2.30518424389847	3.80383077246198	-5.54658585282992	-318.873463200543
-3.0628687091712	4.10948926302107	-3.66607207350215	-320.518596739256
6.14839713124952	1.91305277339343	3.60380085296204	-307.260658252286
0.381764981102238	-7.81518610392969	1.64108327144895	-315.668813416175
3.37906413055021	1.34492466111145	-2.05699484136136	-310.548567426185
-0.590055058016026	5.93931385234743	6.575502798815	-316.831127788135
-1.49953653601798	-7.04130178500874	-2.75260725566998	-317.729023140522
-5.90556131658325	1.60008141613227	5.39274284467096	-323.483843807762
-2.69103720482859	-1.53470357536155	7.22620339774598	-318.737245381959
-5.44684659582707	5.19671257833875	5.37868516477198	-322.09415850764
4.02168556003025	-5.35914495443207	-1.91509861774121	-310.865584667365
5.56317381354007	1.18564002138349	2.81460556473398	-306.793334321694
2.24585019236928	1.05821526380895	-4.17375616453448	-313.013202550115
5.26982457675846	-4.50543042394728	5.53531546342118	-310.769775560653
4.31845386579456	-4.0006691596871	-4.95058643311888	-311.019654078434
-1.79663594808078	-8.27397863989192	2.95719484408937	-317.543871263722
-5.38827545351571	6.13226063146501	0.656925331582707	-323.095703257938
6.3704704668729	3.1714092054098	-2.99577497429365	-306.377915017137
4.97114864748737	-4.61415577337585	3.17317812122468	-309.718358876953
1.45020784825141	-1.52335943946522	-8.97155196123841	-315.001059564334
1.66994683189107	-5.0721597687415	5.29886122048748	-314.520098956904
-1.70743948907033	6.05650602322068	-1.76740259142799	-318.413846649609
4.32578092566703	-0.364903631570088	1.57376400449692	-308.228502903513
-6.23281417380981	4.22393103929077	-2.60144040700257	-326.048528818597
5.97190815299134	3.36546116272851	-2.98637069863327	-307.021906065799
5.75902032585642	-4.60976242804605	5.63311906442235	-310.384112397626
0.72364373315889	-3.43515789815172	2.10902980927199	-315.079569194275
-0.988328539148166	-7.73942444071958	4.80136102845725	-316.799440046752
1.09182075255687	5.40266129390314	6.00945076482315	-315.257962702289
0.28840637014759	0.827470058957347	8.94276315181085	-315.926845897024
3.36129346226195	-2.48746487521059	-4.03220860651409	-311.324345203117
3.38292168988594	-2.03693474450109	5.46049130041732	-312.091667560834
0.650433556038652	-1.71568554779202	2.65003017691477	-315.382494418852
5.3299242180872	-4.52677778578173	2.88127538147796	-309.230048321626
4.90363954454343	0.953413345134831	-3.30929114657402	-307.692219832304
-1.38195421086109	-0.145709187799118	-4.86923657074642	-318.277437402113
4.1598579324035	0.297328351099453	3.75932653674524	-310.131606537259
-2.50171881228688	-0.936770615654382	-4.44001329487178	-319.597073436124
-3.37665178685675	0.688810916950753	-8.1579100410423	-319.614471390833
0.87238509809177	-1.79615602696564	1.98085020106524	-314.967308399961
-2.24973719327303	6.08654316113316	-1.7842421678685	-318.93458175233
1.9186958634912	-2.79067787951895	5.20244548290157	-313.855717819495
1.82577373375244	1.04931924284074	1.31762969864943	-313.307769705967
5.98458462304195	-1.04858211291636	-4.71275031773109	-307.01520160343
0.0233356518854472	2.29538396327402	6.8238704983304	-316.225224123352
-5.35717915795218	1.68290160180336	1.70555847153283	-326.804972892296
5.59522704977469	7.27338483966366	0.50113460693052	-310.892318418926
5.81223353639859	3.65544345629225	2.64288340469351	-307.828433218227
-2.33822210910588	-8.70618289831139	3.24587086304417	-317.921314772544
3.77686110142059	0.425110710110415	4.09680739281089	-310.77391563821
-0.7788210965112	3.75972837733252	-6.16929669728577	-317.3673917709
-4.62790551827483	-4.49654718134013	-3.58749432862952	-322.208227537948
-4.42907611591828	-0.462822370569658	1.63500827625022	-324.639626664753
3.32247655829967	3.93983463245977	-5.1533492134384	-312.766318283215
5.99748344198796	3.76615053414625	-5.41820401630163	-309.570360957469
3.87429478771763	-4.15567781372129	-4.92058952534605	-311.511323057632
-5.34194400949314	4.6689297419755	3.84262658995866	-322.853631236783
3.02446450469873	2.26055671310014	-4.4269193507199	-312.055622480056
2.48532899425418	-2.95674561358248	-8.01075653484107	-313.840596839203
3.11467809151268	-1.94726859633938	-4.45155979008798	-311.997162063756
-2.57596621087578	-0.91457850837751	-7.34893125118142	-318.886152464931
-7.34030457908968	-2.23788101017113	0.170454992839899	-332.78428185884
6.09492663930889	3.95165030991708	-2.73757350152891	-307.651530948033
-5.35942935284774	4.76465850265114	3.11635519090951	-323.284248457779
3.56421813094272	6.09693244693371	2.36350746598284	-312.503715425473
-2.48023945542397	4.24543221414756	-5.57313256449235	-319.072985733031
-0.420768626829729	2.25249170618429	-3.98115368005175	-316.969413404172
1.19764134010233	0.152556193849253	9.16353217114626	-315.271286739788
-3.40224192548239	6.93682787518599	-2.35863828230327	-320.028265322835
-4.80593439807299	6.17065522344783	0.162404622706917	-322.413252828955
-4.97046658497289	2.87006216841096	-0.58392337671127	-325.519540528644
-0.107911887260159	-0.815141809040157	2.53214669805913	-316.370476040478
4.2646030888155	-2.35648683175508	5.5213770326849	-311.095397860311
3.3952014470176	-1.5895945254783	5.3025101951083	-311.972621722874
2.7234956235251	5.25157807197901	-6.90641559657585	-313.861992015801
7.37551465527106	1.28450454625028	1.91570581164666	-300.217105361854
-0.408373162613924	3.27427102420141	-5.60432889525371	-316.897729496447
-3.57837357382773	3.9528764165188	5.98471016617288	-320.101935442293
2.53634507573801	6.34539135191265	4.34908575183545	-313.943840390554
3.69586031397744	-1.28334469191192	-8.03056367904227	-312.676711790106
-4.71636510567925	2.0002180528854	-2.2648335698059	-325.101179240553
-5.30037379292491	-0.751813651691749	7.17763892889222	-321.398252654877
-3.10400971122779	-2.60643529994761	-3.7826074503037	-320.544086936235
-2.56964753212008	6.36099529263761	0.172198619096201	-319.326107116154
0.828544699743756	7.39754716252278	3.39439638464953	-315.609865088282
-2.59249598048195	7.79256134339272	4.50942549252641	-318.606414248609
2.53816797099959	-0.360214085920963	2.78573186958776	-312.298122963818
-1.28783131994637	-4.77881849641614	3.65732849239953	-317.573418609053
3.43983470753735	-1.34347704860322	3.72549505080113	-311.022623740201
-3.47874652216262	-0.144540050733984	-5.15366703876877	-320.901049158229
3.83675162672029	-6.06883211210678	-3.38052238805011	-311.749540940924
1.09932243913351	3.74760827103929	-4.59291347574208	-315.109613790411
-2.48099935378585	7.97162087389551	0.596190795069079	-318.744861757452
2.68311696552937	2.92202101413456	-4.34726449069846	-312.917697322175
3.24785352422773	1.43257551801938	5.26983985089473	-312.502817841525
-5.8506656291637	-3.76944403826554	-4.89334739065749	-323.538672454659
1.71125984413993	2.18380615201186	-8.41525946038895	-314.811915207496
-2.1307846763419	2.82701652577686	2.77592500482962	-319.313101468645
1.07661464325696	5.08235673762667	4.46167633767479	-315.048985130351
1.95958916549787	1.08227530098786	-4.6026531785544	-313.442416846856
3.47347511733363	-4.42664767345436	-1.23481407350626	-310.902470023388
2.24343625815311	0.847565377955915	1.58044825332981	-312.653008064839
2.83725307132462	-0.918309409830237	-3.82992048050424	-311.947177394491
3.90980968655975	0.179606851303894	-5.78028199956526	-311.517871135361
1.13119511950788	-1.72846037729284	2.40300330178702	-314.623320829692
-0.968166716120605	2.94485249342733	-3.8835424587378	-317.68438868762
-3.30058577280487	2.12779228674142	4.63291490711327	-320.605101069782
-0.40342640677992	-7.97536863777277	-1.88253372683157	-316.549924032059
-2.06391092711707	-1.96996436025813	-4.40968952052688	-318.9421078777
3.84630460980105	3.23969168110764	-4.81134967028891	-311.523096525503
2.20073337849442	-0.777965828786855	-6.031969999283	-313.62473485402
5.38270346765992	-4.42960858545995	6.01902018313563	-310.926667331873
-1.96258188560642	-7.61395950065471	0.81462631135678	-318.046461592817
8.86247131410243	0.748396685025041	2.86314590969608	-298.417812758499
-5.29123228054172	4.54484055726818	3.42270184336715	-323.173198793024
1.2940856044473	-4.66418125783072	5.92422038937009	-314.917453560694
-0.139249284805049	1.0222712120034	2.84367502422342	-316.484058254006
3.36576332918505	-6.44994930053396	1.95118191505236	-312.293162314812
4.1814317268393	-5.02475576232002	-1.65298994115748	-310.593666679846
-5.06914369164952	0.301505571127973	-7.30657846229449	-321.684149138679
-5.92158647187309	-0.0885544998444595	-2.59324710074317	-328.502400820752
-8.5437869467204	0.24571362511016	-1.37090329668597	-359.309965494952
3.49343337909534	0.444005239929808	-5.93221177002864	-311.842388059094
1.91007344420729	-1.44055036786183	1.18454825708503	-313.138802639037
-8.12347901389514	0.179977001310526	-2.87504742296487	-337.568007144444
4.38645997354445	2.0088246060671	5.63373477331737	-311.153681533948
-2.26600369498144	-7.84202995326091	1.15596678416124	-318.200740154717
3.09274044366797	0.992584005611637	5.35148373695516	-312.706073465254
-2.11179818005452	-6.49917390221299	3.46009065056033	-318.095807265084
-3.25256720897557	-2.80591445410704	-7.72230060177174	-319.444264109725
-3.47440819771108	-3.01561989373475	-5.01370204610147	-320.457764940993
-6.45012006913252	3.97559083123733	0.759325396579695	-327.354369501224
-3.09412376501021	3.29288946673197	4.35903608499057	-320.227326771427
5.87189921675787	-4.53394058955872	6.1168237841368	-310.473028064265
-5.13117343428291	6.55669056052249	-2.07835329837931	-322.459394362517
-3.4959614534039	5.12466331798347	-4.34951259980714	-320.364289395315
6.12823044841402	-3.32753277902145	-2.46197398032901	-305.633991281634
-3.63018041888067	-0.897788718739183	-1.41933224896839	-322.795268468882
5.99054293386857	-3.60453230833149	-2.85747427036076	-306.511115618693
7.40140726890367	-2.28242148143376	4.62987439287963	-305.882109534427
5.14920551287838	-5.64943559863921	4.82264699792356	-310.682246174304
-0.775501042078688	-0.220710452898611	-7.29835437756393	-316.994904728759
-4.32720678101521	-0.496307440714047	-5.59440869111894	-321.75314832801
4.29926386497816	1.65195351491138	5.98845622789809	-311.439588106901
3.07222231481667	0.373123160625332	-2.60954121757858	-310.93972008701
-7.53248044936497	-5.73818396263857	1.00378841227207	-324.971073239056
2.88574640894008	-4.2433060824013	-5.59247946129216	-312.927599412236
1.97367313890173	-0.949093320147556	1.05040254352483	-313.027635923231
-2.08992047659841	6.28562928501874	-0.0106130461843813	-318.893398404409
2.23583930987706	-2.24127386993182	-7.40048271627826	-313.965578580637
-4.89733330302482	-0.418092957141764	-5.36708461152672	-322.651905288354
8.5480349238017	2.48525101897521	2.50262149280758	-301.648952444763
-7.55757844652037	-2.62693120707505	0.338882784287517	-332.293399792985
-5.23088196628394	-1.4455056155542	-5.11649221930759	-323.290995280389
1.25443670490274	7.88913364383991	-3.90512090032305	-315.50437559633
-6.17798476939628	4.06804195405138	1.16773487078328	-326.703898624985
2.80963539184167	-3.74588333602511	0.855978847142277	-311.897863149303
-4.88259093249443	-0.889426571088193	-5.5810640094706	-322.585066955
7.35206698401117	4.25110573136338	-1.00236355122706	-305.076070217587
2.3452089388497	4.35043050242294	-1.4123497352926	-313.355577502614
1.5151944773644	0.798567938516265	1.67528152772626	-313.736616749238
-5.17170356413276	1.93946446901358	5.10677316256277	-322.785288650068
4.364129276969	2.68691974208337	-5.08101104995133	-310.887647461148
7.85618408120365	-3.08387621986273	2.3453506582723	-302.301209003343
-2.89932415600693	2.97158469353733	2.24940219144679	-320.567926972257
1.02134196550575	-1.73490676995894	-4.99133716827574	-314.841846099828
-1.34649978814562	-5.25983947521345	-0.316013277696409	-317.797217775938
5.49799219065146	3.4106699241694	-2.29602463382504	-307.793989790119
5.70945384346317	-4.40257303240929	3.57364827972027	-308.758655917867
-3.67351661258412	5.13468243115561	-1.87379221412748	-321.107891554779
2.53247167782671	8.20327035302442	2.28061815939998	-314.238528898995
3.16748015950003	5.22439181364929	-6.60840763305621	-313.52617085493
-3.24944873154005	4.79663075923727	-2.90643958418028	-320.762542667667
0.540074663103004	2.43195588728449	-3.63193210415032	-315.402719078683
-2.30446177420167	4.41720716039685	-0.344092267534738	-319.59950481195
4.58903302971312	3.51681588358258	-4.81285815567542	-310.787930284635
-2.42640710602358	3.14073024610274	0.327898920514274	-320.253917000958
1.17794702318493	-4.79357628371696	-0.34206123699346	-314.551784923764
