$\Phi$
x	y	$\Phi$
36.875	0.00785398163397448	-5.96778147137811
37.125	0.00785398163397448	-5.26098621260181
37.375	0.00785398163397448	-4.63789568640901
37.625	0.00785398163397448	-4.08859763607342
37.875	0.00785398163397448	-3.60435353229194
38.125	0.00785398163397448	-3.17745960297291
38.375	0.00785398163397448	-2.80112431596747
38.625	0.00785398163397448	-2.46936036706911
38.875	0.00785398163397448	-2.17688945614739
39.125	0.00785398163397448	-1.91905833754028
39.375	0.00785398163397448	-1.69176481002932
39.625	0.00785398163397448	-1.49139246971478
39.875	0.00785398163397448	-1.31475318839959
40.125	0.00785398163397448	-1.15903640289759
40.375	0.00785398163397448	-1.02176440895236
40.625	0.00785398163397448	-0.900752948909088
40.875	0.00785398163397448	-0.794076466439937
41.125	0.00785398163397448	-0.700037475820656
41.375	0.00785398163397448	-0.617139558671157
41.625	0.00785398163397448	-0.544063558745898
41.875	0.00785398163397448	-0.479646596206903
42.125	0.00785398163397448	-0.422863567641584
42.375	0.00785398163397448	-0.372810837611481
42.625	0.00785398163397448	-0.328691862364905
42.875	0.00785398163397448	-0.289804517070011
43.125	0.00785398163397448	-0.25552992501334
43.375	0.00785398163397448	-0.225322611093063
43.625	0.00785398163397448	-0.198701822995482
43.875	0.00785398163397448	-0.175243882012722
44.125	0.00785398163397448	-0.154575441834082
44.375	0.00785398163397448	-0.136367548083463
44.625	0.00785398163397448	-0.120330404110357
44.875	0.00785398163397448	-0.106208759774311
45.125	0.00785398163397448	-0.0937778498713977
45.375	0.00785398163397448	-0.0828398175933267
45.625	0.00785398163397448	-0.0732205661245389
45.875	0.00785398163397448	-0.0647669882926427
46.125	0.00785398163397448	-0.0573445302009939
46.375	0.00785398163397448	-0.0508350500848719
46.625	0.00785398163397448	-0.045134938328957
46.875	0.00785398163397448	-0.0401534687383436
47.125	0.00785398163397448	-0.0358113548342549
47.375	0.00785398163397448	-0.0320394882073878
47.625	0.00785398163397448	-0.0287778388583396
47.875	0.00785398163397448	-0.0259745000318993
48.125	0.00785398163397448	-0.0235848623510848
48.375	0.00785398163397448	-0.0215709041142688
48.625	0.00785398163397448	-0.0199005864671859
48.875	0.00785398163397448	-0.0185473438303605
49.125	0.00785398163397448	-0.0174896614776043
49.375	0.00785398163397448	-0.0167107335451604
49.625	0.00785398163397448	-0.0161981960170602
49.875	0.00785398163397448	-0.0159439303184551
0.125	0.0235619449019235	-28818068717652.8
0.375	0.0235619449019235	42396624492.0715
0.625	0.0235619449019235	10987681978.9673
0.875	0.0235619449019235	-397276758.820866
1.125	0.0235619449019235	-525214805.014795
1.375	0.0235619449019235	-475379214.730905
1.625	0.0235619449019235	-479343208.601789
1.875	0.0235619449019235	-482914743.883562
2.125	0.0235619449019235	-474968069.302429
2.375	0.0235619449019235	-456567339.468731
2.625	0.0235619449019235	-430804737.24551
2.875	0.0235619449019235	-400602171.013266
3.125	0.0235619449019235	-368284137.944303
3.375	0.0235619449019235	-335559896.514468
3.625	0.0235619449019235	-303611376.089886
3.875	0.0235619449019235	-273203434.910877
4.125	0.0235619449019235	-244787874.21827
4.375	0.0235619449019235	-218591177.059996
4.625	0.0235619449019235	-194683882.677112
4.875	0.0235619449019235	-173033044.027846
5.125	0.0235619449019235	-153540550.966807
5.375	0.0235619449019235	-136070322.104101
5.625	0.0235619449019235	-120467077.604347
5.875	0.0235619449019235	-106568932.421523
6.125	0.0235619449019235	-94215560.9443174
6.375	0.0235619449019235	-83253252.6312195
6.625	0.0235619449019235	-73537826.9897378
6.875	0.0235619449019235	-64936104.1407886
7.125	0.0235619449019235	-57326423.2824724
7.375	0.0235619449019235	-50598552.1237774
7.625	0.0235619449019235	-44653223.0620031
7.875	0.0235619449019235	-39401455.812768
8.125	0.0235619449019235	-34763772.9037869
8.375	0.0235619449019235	-30669377.4848827
8.625	0.0235619449019235	-27055337.5329082
8.875	0.0235619449019235	-23865803.2912741
9.125	0.0235619449019235	-21051273.2101023
9.375	0.0235619449019235	-18567915.9955571
9.625	0.0235619449019235	-16376951.4070833
9.875	0.0235619449019235	-14444089.3018988
10.125	0.0235619449019235	-12739024.5226148
10.375	0.0235619449019235	-11234984.1460861
10.625	0.0235619449019235	-9908323.07799256
10.875	0.0235619449019235	-8738163.79610922
11.125	0.0235619449019235	-7706076.08542715
11.375	0.0235619449019235	-6795792.78256384
11.625	0.0235619449019235	-5992957.79683033
11.875	0.0235619449019235	-5284902.9624747
12.125	0.0235619449019235	-4660450.57618779
12.375	0.0235619449019235	-4109738.7703333
12.625	0.0235619449019235	-3624067.15613381
12.875	0.0235619449019235	-3195760.43690817
13.125	0.0235619449019235	-2818047.93681773
13.375	0.0235619449019235	-2484957.21459067
13.625	0.0235619449019235	-2191220.13460092
13.875	0.0235619449019235	-1932189.95038842
14.125	0.0235619449019235	-1703768.11950083
14.375	0.0235619449019235	-1502339.71487225
14.625	0.0235619449019235	-1324716.42835212
14.875	0.0235619449019235	-1168086.27795703
15.125	0.0235619449019235	-1029969.23337564
15.375	0.0235619449019235	-908178.065556829
15.625	0.0235619449019235	-800783.807093349
15.875	0.0235619449019235	-706085.281712528
16.125	0.0235619449019235	-622582.224526414
16.375	0.0235619449019235	-548951.570701852
16.625	0.0235619449019235	-484026.539715504
16.875	0.0235619449019235	-426778.186100251
17.125	0.0235619449019235	-376299.126228899
17.375	0.0235619449019235	-331789.184806081
17.625	0.0235619449019235	-292542.734871858
17.875	0.0235619449019235	-257937.531723758
18.125	0.0235619449019235	-227424.8646484
18.375	0.0235619449019235	-200520.871082667
18.625	0.0235619449019235	-176798.876119499
18.875	0.0235619449019235	-155882.636419006
19.125	0.0235619449019235	-137440.381833515
19.375	0.0235619449019235	-121179.560627479
19.625	0.0235619449019235	-106842.205266507
19.875	0.0235619449019235	-94200.8455375308
20.125	0.0235619449019235	-83054.9043976295
20.375	0.0235619449019235	-73227.5195677075
20.625	0.0235619449019235	-64562.7406083914
20.875	0.0235619449019235	-56923.0571449156
21.125	0.0235619449019235	-50187.2191383816
21.375	0.0235619449019235	-44248.3147148724
21.625	0.0235619449019235	-39012.0751340717
21.875	0.0235619449019235	-34395.3800692641
22.125	0.0235619449019235	-30324.9395374467
22.375	0.0235619449019235	-26736.1316115926
22.625	0.0235619449019235	-23571.9775109199
22.875	0.0235619449019235	-20782.2378381383
23.125	0.0235619449019235	-18322.6156493475
23.375	0.0235619449019235	-16154.0537327697
23.625	0.0235619449019235	-14242.114963485
23.875	0.0235619449019235	-12556.4359163293
24.125	0.0235619449019235	-11070.2450788775
24.375	0.0235619449019235	-9759.93802926006
24.625	0.0235619449019235	-8604.70284563358
24.875	0.0235619449019235	-7586.18980966266
25.125	0.0235619449019235	-6688.2201679699
25.375	0.0235619449019235	-5896.5293342415
25.625	0.0235619449019235	-5198.54046032693
25.875	0.0235619449019235	-4583.16478586993
26.125	0.0235619449019235	-4040.62560035985
26.375	0.0235619449019235	-3562.30302571111
26.625	0.0235619449019235	-3140.59715748525
26.875	0.0235619449019235	-2768.80739388248
27.125	0.0235619449019235	-2441.02603825667
27.375	0.0235619449019235	-2152.04448720693
27.625	0.0235619449019235	-1897.27051585644
27.875	0.0235619449019235	-1672.65534790066
28.125	0.0235619449019235	-1474.62935318067
28.375	0.0235619449019235	-1300.04535236978
28.625	0.0235619449019235	-1146.12862902017
28.875	0.0235619449019235	-1010.43285561098
29.125	0.0235619449019235	-890.801234057884
29.375	0.0235619449019235	-785.332233869938
29.625	0.0235619449019235	-692.349384086015
29.875	0.0235619449019235	-610.374639444639
30.125	0.0235619449019235	-538.104897957281
30.375	0.0235619449019235	-474.391297065578
30.625	0.0235619449019235	-418.220959659403
30.875	0.0235619449019235	-368.700900115054
31.125	0.0235619449019235	-325.043834796981
31.375	0.0235619449019235	-286.555671696172
31.625	0.0235619449019235	-252.62448053305
31.875	0.0235619449019235	-222.710768154939
32.125	0.0235619449019235	-196.338904780856
32.375	0.0235619449019235	-173.089564917903
32.625	0.0235619449019235	-152.593062884085
32.875	0.0235619449019235	-134.523477077213
33.125	0.0235619449019235	-118.593469654162
33.375	0.0235619449019235	-104.549719327818
33.625	0.0235619449019235	-92.1688947258169
33.875	0.0235619449019235	-81.2541043400506
34.125	0.0235619449019235	-71.6317666652653
34.375	0.0235619449019235	-63.1488507988674
34.625	0.0235619449019235	-55.6704436583607
34.875	0.0235619449019235	-49.077605160914
35.125	0.0235619449019235	-43.2654772838538
35.375	0.0235619449019235	-38.141616957947
35.625	0.0235619449019235	-33.6245263012162
35.875	0.0235619449019235	-29.6423568361802
36.125	0.0235619449019235	-26.1317670975955
36.375	0.0235619449019235	-23.0369154748745
36.625	0.0235619449019235	-20.3085722820797
36.875	0.0235619449019235	-17.9033369428554
37.125	0.0235619449019235	-15.7829478479341
37.375	0.0235619449019235	-13.9136739154824
37.625	0.0235619449019235	-12.2657781828994
37.875	0.0235619449019235	-10.8130449033913
38.125	0.0235619449019235	-9.53236262987683
38.375	0.0235619449019235	-8.40335665857626
38.625	0.0235619449019235	-7.40806498912815
38.875	0.0235619449019235	-6.5306526497214
39.125	0.0235619449019235	-5.75715984552201
39.375	0.0235619449019235	-5.07527992628739
39.625	0.0235619449019235	-4.47416364305162
39.875	0.0235619449019235	-3.94424658165103
40.125	0.0235619449019235	-3.47709702928719
40.375	0.0235619449019235	-3.06528185514528
40.625	0.0235619449019235	-2.7022482724598
40.875	0.0235619449019235	-2.38221960189937
41.125	0.0235619449019235	-2.10010337873873
41.375	0.0235619449019235	-1.85141034253465
41.625	0.0235619449019235	-1.63218302104543
41.875	0.0235619449019235	-1.43893277267716
42.125	0.0235619449019235	-1.26858428623039
42.375	0.0235619449019235	-1.11842665529479
42.625	0.0235619449019235	-0.986070249181516
42.875	0.0235619449019235	-0.869408694455197
43.125	0.0235619449019235	-0.766585362394255
43.375	0.0235619449019235	-0.675963829361696
43.625	0.0235619449019235	-0.596101840247553
43.875	0.0235619449019235	-0.525728360852923
44.125	0.0235619449019235	-0.463723354209778
44.375	0.0235619449019235	-0.409099959151158
44.625	0.0235619449019235	-0.360988787651925
44.875	0.0235619449019235	-0.318624091157958
45.125	0.0235619449019235	-0.281331575847854
45.375	0.0235619449019235	-0.248517672997695
45.625	0.0235619449019235	-0.219660093763901
45.875	0.0235619449019235	-0.194299518129298
46.125	0.0235619449019235	-0.172032285798112
46.375	0.0235619449019235	-0.152503972763621
46.625	0.0235619449019235	-0.135403751361086
46.875	0.0235619449019235	-0.120459444082259
47.125	0.0235619449019235	-0.107433192464602
47.375	0.0235619449019235	-0.096117672153761
47.625	0.0235619449019235	-0.0863327939273679
47.875	0.0235619449019235	-0.0779228382003646
48.125	0.0235619449019235	-0.0707539774293012
48.375	0.0235619449019235	-0.0647121470055046
48.625	0.0235619449019235	-0.0597012307723669
48.875	0.0235619449019235	-0.0556415323082581
49.125	0.0235619449019235	-0.0524685076619152
49.375	0.0235619449019235	-0.0501317393789719
49.625	0.0235619449019235	-0.0485941354565853
49.875	0.0235619449019235	-0.0478313401363545
0.125	0.0392699081698724	-44127184390168.3
0.375	0.0392699081698724	230414666477.737
0.625	0.0392699081698724	18677622535.1881
0.875	0.0392699081698724	-738402337.572773
1.125	0.0392699081698724	-885685435.483246
1.375	0.0392699081698724	-796890159.687516
1.625	0.0392699081698724	-802224565.846824
1.875	0.0392699081698724	-807383682.558662
2.125	0.0392699081698724	-793544080.265099
2.375	0.0392699081698724	-762423788.700139
2.625	0.0392699081698724	-719141935.071525
2.875	0.0392699081698724	-668542323.588416
3.125	0.0392699081698724	-614479294.072059
3.375	0.0392699081698724	-559786541.005897
3.625	0.0392699081698724	-506422508.730586
3.875	0.0392699081698724	-455653297.210577
4.125	0.0392699081698724	-408225358.654118
4.375	0.0392699081698724	-364511219.491231
4.625	0.0392699081698724	-324624712.816038
4.875	0.0392699081698724	-288508108.566856
5.125	0.0392699081698724	-255995758.672452
5.375	0.0392699081698724	-226859245.782707
5.625	0.0392699081698724	-200838542.867986
5.875	0.0392699081698724	-177662905.827409
6.125	0.0392699081698724	-157064409.380146
6.375	0.0392699081698724	-138786319.417623
6.625	0.0392699081698724	-122587911.119176
6.875	0.0392699081698724	-108246889.771927
7.125	0.0392699081698724	-95560232.2413178
7.375	0.0392699081698724	-84344018.9640632
7.625	0.0392699081698724	-74432648.0032492
7.875	0.0392699081698724	-65677696.2980545
8.125	0.0392699081698724	-57946604.682827
8.375	0.0392699081698724	-51121301.8527175
8.625	0.0392699081698724	-45096840.3111558
8.875	0.0392699081698724	-39780088.7117889
9.125	0.0392699081698724	-35088505.7985582
9.375	0.0392699081698724	-30949008.4447786
9.625	0.0392699081698724	-27296938.0533144
9.875	0.0392699081698724	-24075124.3806309
10.125	0.0392699081698724	-21233042.6997055
10.375	0.0392699081698724	-18726058.4389874
10.625	0.0392699081698724	-16514752.5592071
10.875	0.0392699081698724	-14564320.6377938
11.125	0.0392699081698724	-12844038.7056733
11.375	0.0392699081698724	-11326789.1777765
11.625	0.0392699081698724	-9988640.63980735
11.875	0.0392699081698724	-8808475.73599348
12.125	0.0392699081698724	-7767661.9045861
12.375	0.0392699081698724	-6849760.20398168
12.625	0.0392699081698724	-6040267.94695103
12.875	0.0392699081698724	-5326391.30486766
13.125	0.0392699081698724	-4696844.45378142
13.375	0.0392699081698724	-4141672.20833441
13.625	0.0392699081698724	-3652093.42832462
13.875	0.0392699081698724	-3220362.78773691
14.125	0.0392699081698724	-2839648.76944409
14.375	0.0392699081698724	-2503925.99298629
14.625	0.0392699081698724	-2207880.20041612
14.875	0.0392699081698724	-1946824.41866218
15.125	0.0392699081698724	-1716624.98861933
15.375	0.0392699081698724	-1513636.30346829
15.625	0.0392699081698724	-1334643.23363465
15.875	0.0392699081698724	-1176810.33521188
16.125	0.0392699081698724	-1037637.04430857
16.375	0.0392699081698724	-914918.153181288
16.625	0.0392699081698724	-806708.946565678
16.875	0.0392699081698724	-711294.449556993
17.125	0.0392699081698724	-627162.302819107
17.375	0.0392699081698724	-552978.837799849
17.625	0.0392699081698724	-487567.974870791
17.875	0.0392699081698724	-429892.611664075
18.125	0.0392699081698724	-379038.208032436
18.375	0.0392699081698724	-334198.308617173
18.625	0.0392699081698724	-294661.774509255
18.875	0.0392699081698724	-259801.522405248
19.125	0.0392699081698724	-229064.593412071
19.375	0.0392699081698724	-201963.394613209
19.625	0.0392699081698724	-178067.975001829
19.875	0.0392699081698724	-156999.213702395
20.125	0.0392699081698724	-138422.812797568
20.375	0.0392699081698724	-122043.999777095
20.625	0.0392699081698724	-107602.855829225
20.875	0.0392699081698724	-94870.1960789421
21.125	0.0392699081698724	-83643.9365962713
21.375	0.0392699081698724	-73745.8906890617
21.625	0.0392699081698724	-65018.9437791057
21.875	0.0392699081698724	-57324.5621448512
22.125	0.0392699081698724	-50540.5960926218
22.375	0.0392699081698724	-44559.3427742423
22.625	0.0392699081698724	-39285.8379757155
22.875	0.0392699081698724	-34636.3498237696
23.125	0.0392699081698724	-30537.0505518731
23.375	0.0392699081698724	-26922.8452850326
23.625	0.0392699081698724	-23736.3392878569
23.875	0.0392699081698724	-20926.9273121605
24.125	0.0392699081698724	-18449.9906134432
24.375	0.0392699081698724	-16266.188910392
24.625	0.0392699081698724	-14340.8360650843
24.875	0.0392699081698724	-12643.3495875375
25.125	0.0392699081698724	-11146.7652376341
25.375	0.0392699081698724	-9827.3090287164
25.625	0.0392699081698724	-8664.01984659901
25.875	0.0392699081698724	-7638.41669977785
26.125	0.0392699081698724	-6734.20532388855
26.375	0.0392699081698724	-5937.01948718778
26.625	0.0392699081698724	-5234.1928938571
26.875	0.0392699081698724	-4614.5580669634
27.125	0.0392699081698724	-4068.26902063168
27.375	0.0392699081698724	-3586.64490816025
27.625	0.0392699081698724	-3162.03216541108
27.875	0.0392699081698724	-2787.68296209852
28.125	0.0392699081698724	-2457.64803222766
28.375	0.0392699081698724	-2166.68218298976
28.625	0.0392699081698724	-1910.16098252327
28.875	0.0392699081698724	-1684.00730427523
29.125	0.0392699081698724	-1484.62656206318
29.375	0.0392699081698724	-1308.84960781582
29.625	0.0392699081698724	-1153.88238554856
29.875	0.0392699081698724	-1017.26154233306
30.125	0.0392699081698724	-896.815291547776
30.375	0.0392699081698724	-790.628907046817
30.625	0.0392699081698724	-697.014300379128
30.875	0.0392699081698724	-614.483197993604
31.125	0.0392699081698724	-541.723492506067
31.375	0.0392699081698724	-477.578392486733
31.625	0.0392699081698724	-421.028039651192
31.875	0.0392699081698724	-371.173301508172
32.125	0.0392699081698724	-327.221482054888
32.375	0.0392699081698724	-288.473723563252
32.625	0.0392699081698724	-254.313899350867
32.875	0.0392699081698724	-224.198821105276
33.125	0.0392699081698724	-197.649605204136
33.375	0.0392699081698724	-174.244060878903
33.625	0.0392699081698724	-153.609979297378
33.875	0.0392699081698724	-135.419216948446
34.125	0.0392699081698724	-119.382479327773
34.375	0.0392699081698724	-105.244722046073
34.625	0.0392699081698724	-92.7810962885879
34.875	0.0392699081698724	-81.7933742011296
35.125	0.0392699081698724	-72.1067974017168
35.375	0.0392699081698724	-63.5672985385486
35.625	0.0392699081698724	-56.0390517414076
35.875	0.0392699081698724	-49.4023130387621
36.125	0.0392699081698724	-43.5515164197272
36.375	0.0392699081698724	-38.3935952818081
36.625	0.0392699081698724	-33.8465025864924
36.875	0.0392699081698724	-29.837906202136
37.125	0.0392699081698724	-26.3040386973292
37.375	0.0392699081698724	-23.1886833022589
37.625	0.0392699081698724	-20.44227991946
37.875	0.0392699081698724	-18.0211369731511
38.125	0.0392699081698724	-15.8867365683809
38.375	0.0392699081698724	-14.0051219141627
38.625	0.0392699081698724	-12.346357272243
38.875	0.0392699081698724	-10.8840518458595
39.125	0.0392699081698724	-9.59494003914043
39.375	0.0392699081698724	-8.45851141380165
39.625	0.0392699081698724	-7.456684459763
39.875	0.0392699081698724	-6.57351899276503
40.125	0.0392699081698724	-5.79496260610063
40.375	0.0392699081698724	-5.10862714492994
40.625	0.0392699081698724	-4.50359164892597
40.875	0.0392699081698724	-3.97022862978741
41.125	0.0392699081698724	-3.50005092114004
41.375	0.0392699081698724	-3.08557666542069
41.625	0.0392699081698724	-2.72021029070223
41.875	0.0392699081698724	-2.39813758465043
42.125	0.0392699081698724	-2.11423319694873
42.375	0.0392699081698724	-1.86397909914484
42.625	0.0392699081698724	-1.64339270510541
42.875	0.0392699081698724	-1.44896350888131
43.125	0.0392699081698724	-1.27759723222681
43.375	0.0392699081698724	-1.1265665934355
43.625	0.0392699081698724	-0.993467914450783
43.875	0.0392699081698724	-0.876182876054647
44.125	0.0392699081698724	-0.772844812809422
44.375	0.0392699081698724	-0.681809011626227
44.625	0.0392699081698724	-0.601626541507782
44.875	0.0392699081698724	-0.53102119817456
45.125	0.0392699081698724	-0.468869196825453
45.375	0.0392699081698724	-0.414181289993667
45.625	0.0392699081698724	-0.366087026031568
45.875	0.0392699081698724	-0.323820897807358
46.125	0.0392699081698724	-0.2867101612632
46.375	0.0392699081698724	-0.25416413004703
46.625	0.0392699081698724	-0.225664775911006
46.875	0.0392699081698724	-0.200758485341776
47.125	0.0392699081698724	-0.179048841281886
47.375	0.0392699081698724	-0.160190315110138
47.625	0.0392699081698724	-0.143882768530885
47.875	0.0392699081698724	-0.129866677908639
48.125	0.0392699081698724	-0.117919005079492
48.375	0.0392699081698724	-0.107849648957907
48.625	0.0392699081698724	-0.0994984214994164
48.875	0.0392699081698724	-0.0927324999232477
49.125	0.0392699081698724	-0.0874443146742591
49.375	0.0392699081698724	-0.0835498395231432
49.625	0.0392699081698724	-0.0809872565351344
49.875	0.0392699081698724	-0.0797159741213014
0.125	0.0549778714378214	-3396740005351.08
0.375	0.0549778714378214	629909212043.204
0.625	0.0549778714378214	25649361035.1448
0.875	0.0549778714378214	-1165889991.82885
1.125	0.0549778714378214	-1249994893.50973
1.375	0.0549778714378214	-1119490909.8203
1.625	0.0549778714378214	-1126107141.80872
1.875	0.0549778714378214	-1132671437.36105
2.125	0.0549778714378214	-1112753297.27497
2.375	0.0549778714378214	-1068760976.08444
2.625	0.0549778714378214	-1007841214.58429
2.875	0.0549778714378214	-936753882.956248
3.125	0.0549778714378214	-860877186.438953
3.375	0.0549778714378214	-784164214.536129
3.625	0.0549778714378214	-709345890.626129
3.875	0.0549778714378214	-638186402.034367
4.125	0.0549778714378214	-571724425.235217
4.375	0.0549778714378214	-510476684.695665
4.625	0.0549778714378214	-454598916.016882
4.875	0.0549778714378214	-404007563.328601
5.125	0.0549778714378214	-358468662.089944
5.375	0.0549778714378214	-317660878.963655
5.625	0.0549778714378214	-281219007.91817
5.875	0.0549778714378214	-248763124.230814
6.125	0.0549778714378214	-219917463.215365
6.375	0.0549778714378214	-194322088.171452
6.625	0.0549778714378214	-171639595.995085
6.875	0.0549778714378214	-151558476.691305
7.125	0.0549778714378214	-133794269.307101
7.375	0.0549778714378214	-118089310.164732
7.625	0.0549778714378214	-104211620.113612
7.875	0.0549778714378214	-91953300.9242062
8.125	0.0549778714378214	-81128687.244587
8.375	0.0549778714378214	-71572414.7888431
8.625	0.0549778714378214	-63137506.578689
8.875	0.0549778714378214	-55693539.098737
9.125	0.0549778714378214	-49124923.4148709
9.375	0.0549778714378214	-43329318.5811939
9.625	0.0549778714378214	-38216183.1710099
9.875	0.0549778714378214	-33705463.5209724
10.125	0.0549778714378214	-29726412.8949154
10.375	0.0549778714378214	-26216533.3030436
