$\Phi$
x	y	z	$\Phi$
5.07790839309943	1.43336577284519	-3.30489174718132	0.307664015195775
-3.69586776217708	2.82627843039582	4.55938536667755	0.320818228121626
3.49064211104535	-7.08268748892692	1.31853297958309	0.312454953582977
0.16188626246584	-4.1065614995676	-0.36730348604855	0.315895556417982
-0.687176307071643	7.52867056469212	-1.90872683401852	0.317078859877215
5.98223782132097	0.776707568633074	-4.18558161180819	0.30649027493565
3.63057864408226	-0.97800853618961	-7.65836899501414	0.312648470458192
7.17779608702306	0.783712176777749	1.15657183200984	0.298326642263282
-2.8349672367873	-0.747076546890471	-8.93849040016437	0.318532773108227
3.54023127436284	2.86691584792261	-4.36585638336929	0.311809546507872
1.18454925686449	0.730396283105591	-8.80106174027638	0.315269315804774
-5.43722694971589	6.36987846302553	-1.79070608636	0.32278168873023
-0.68727138851388	5.82974413589549	-3.99687545526655	0.317262402193444
5.47284269782521	0.67760839864806	-5.56118724350323	0.3088551329645
1.62345540840109	-2.2116298056822	8.70619243291168	0.314843685317817
1.99679341481765	5.01892817221502	0.961005005873314	0.313813751877471
-3.23231152328421	3.50355687984127	-0.020629458531212	0.321424613569752
-1.44836324082518	-1.49300657874707	3.03025662818636	0.318236130239153
-4.14525554156745	-1.39980090143345	-1.62161404260389	0.323422040604565
-0.985216437171104	-7.2512032335647	4.97157820711554	0.316747614189035
-3.09766060626057	-0.627405273368897	-7.55278600807511	0.319419190630421
2.93435468946024	3.03440869376932	-2.35275784211961	0.311975834970353
-1.1222882191155	2.05600264273566	6.09508856474138	0.31738954601213
-5.86815641625005	-1.69310714614692	-4.53605529244611	0.324795273097862
6.15084711116746	0.751109910207355	-4.77158416171524	0.306975370001807
-2.78623235549465	-0.577147868928829	-8.49596467810951	0.318673947418554
-6.00668987842726	-4.21764673572164	-5.83154549832423	0.322846312010468
-2.68939624349071	3.98745884140846	-5.55165633591253	0.31927159667217
-2.88541046884277	3.96812109356969	-6.03116194577726	0.319444917068574
7.17633829176484	0.721610967035842	1.65877256830479	0.299129987326446
0.204382113844938	0.417885269759407	9.23976164003101	0.316017737394729
-2.9099626745443	-2.4781057499968	-4.79234123123567	0.320035093040053
3.60664672199387	-5.56045268675139	-1.22979425586174	0.311431221979135
3.80537590463545	-5.53341755691488	-4.56899567848025	0.311956044954503
-3.78974093374474	-0.119437489029958	-6.51443692652161	0.320745339657598
