$\Phi$_gauss_grad
x	y	$\Phi$_gauss_grad_x	$\Phi$_gauss_grad_y
25.875	0.00785398163397448	771.923012308957	-194514.582351982
26.125	0.00785398163397448	680.557313918422	-171488.652087054
26.375	0.00785398163397448	600.004351945114	-151188.137226682
26.625	0.00785398163397448	528.984675918156	-133290.491116824
26.875	0.00785398163397448	466.37020442004	-117511.334201988
27.125	0.00785398163397448	411.166320497	-103599.938448489
27.375	0.00785398163397448	362.496084406424	-91335.2459053594
27.625	0.00785398163397448	319.586313381877	-80522.358235313
27.875	0.00785398163397448	281.755307680285	-70989.4415164029
28.125	0.00785398163397448	248.40202826449	-62584.9972005524
28.375	0.00785398163397448	218.9965544808	-55175.4559223305
28.625	0.00785398163397448	193.071670379739	-48643.0559720988
28.875	0.00785398163397448	170.215446219203	-42883.9727630662
29.125	0.00785398163397448	150.064697466165	-37806.6696034562
29.375	0.00785398163397448	132.299217525878	-33330.4435959042
29.625	0.00785398163397448	116.636692695657	-29384.143582062
29.875	0.00785398163397448	102.828218658971	-25905.0397802131
30.125	0.00785398163397448	90.654347375229	-22837.8271707596
30.375	0.00785398163397448	79.921601632919	-20133.7468069023
30.625	0.00785398163397448	70.4594019515598	-17749.8110993034
30.875	0.00785398163397448	62.1173570588257	-15648.1207737093
31.125	0.00785398163397448	54.7628749370124	-13795.2626555427
31.375	0.00785398163397448	48.2790565188007	-12161.7787184388
31.625	0.00785398163397448	42.5628385968079	-10721.6979649391
31.875	0.00785398163397448	37.5233564657904	-9452.12370500588
32.125	0.00785398163397448	33.0805003031314	-8332.8696774992
32.375	0.00785398163397448	29.1636423677593	-7346.13923521785
32.625	0.00785398163397448	25.710514808563	-6476.24249784233
32.875	0.00785398163397448	22.6662202637644	-5709.34697998345
33.125	0.00785398163397448	19.9823595404148	-5033.25773309238
33.375	0.00785398163397448	17.6162625216094	-4437.22350866276
33.625	0.00785398163397448	15.5303100876745	-3911.76586339085
33.875	0.00785398163397448	13.6913362824297	-3448.52849130865
34.125	0.00785398163397448	12.0701012296006	-3040.14438915303
34.375	0.00785398163397448	10.6408264277424	-2680.11874447533
34.625	0.00785398163397448	9.3807850424498	-2362.72568573017
34.875	0.00785398163397448	8.26994068791422	-2082.91725376838
35.125	0.00785398163397448	7.29062895984856	-1836.24314829603
35.375	0.00785398163397448	6.42727666070743	-1618.77997402813
35.625	0.00785398163397448	5.66615425670954	-1427.06886218027
35.875	0.00785398163397448	4.99515763393594	-1258.06047599987
36.125	0.00785398163397448	4.4036156861246	-1109.06652635315
36.375	0.00785398163397448	3.8821206770618	-977.717026816407
36.625	0.00785398163397448	3.42237868221639	-861.922608914497
36.875	0.00785398163397448	3.01707773321154	-759.841298551446
37.125	0.00785398163397448	2.65977156993821	-669.849225566839
37.375	0.00785398163397448	2.34477715305678	-590.514800850872
37.625	0.00785398163397448	2.06708430823413	-520.575950554419
37.875	0.00785398163397448	1.82227606620101	-458.92004551287
38.125	0.00785398163397448	1.60645843264894	-404.566206835461
38.375	0.00785398163397448	1.4161984718076	-356.649706375546
38.625	0.00785398163397448	1.24846971964016	-314.408214092004
38.875	0.00785398163397448	1.10060405905767	-277.169673665966
39.125	0.00785398163397448	0.970249292236134	-244.34161361725
39.375	0.00785398163397448	0.855331735651	-215.401723981759
39.625	0.00785398163397448	0.754023243259468	-189.889548727769
39.875	0.00785398163397448	0.664712133634381	-167.399161824539
40.125	0.00785398163397448	0.585977558894458	-147.57271051316
40.375	0.00785398163397448	0.516566907976996	-130.094723115281
40.625	0.00785398163397448	0.455375885024841	-114.687090869399
40.875	0.00785398163397448	0.401430946176864	-101.104643999911
41.125	0.00785398163397448	0.35387381553756	-89.1312516713381
41.375	0.00785398163397448	0.311947834149517	-78.5763838091829
41.625	0.00785398163397448	0.274985924928508	-69.2720801121242
41.875	0.00785398163397448	0.242399982208628	-61.0702780544055
42.125	0.00785398163397448	0.213671517190845	-53.8404573851805
42.375	0.00785398163397448	0.188343410553358	-47.4675636639997
42.625	0.00785398163397448	0.166012641082939	-41.8501778085102
42.875	0.00785398163397448	0.14632387470313	-36.8989025423336
43.125	0.00785398163397448	0.128963811953896	-32.5349400801424
43.375	0.00785398163397448	0.113656204035716	-28.6888384280148
43.625	0.00785398163397448	0.100157458160682	-25.299386358535
43.875	0.00785398163397448	0.0882527623227995	-22.312639484456
44.125	0.00785398163397448	0.0777526678585183	-19.6810619396296
44.375	0.00785398163397448	0.0684900754474506	-17.3627700144808
44.625	0.00785398163397448	0.0603175766183053	-15.3208657147926
44.875	0.00785398163397448	0.0531051084779189	-13.5228496427386
45.125	0.00785398163397448	0.0467378843619676	-11.9401038607162
45.375	0.00785398163397448	0.0411145674937177	-10.5474365116175
45.625	0.00785398163397448	0.0361456586013679	-9.32268095145227
45.875	0.00785398163397448	0.0317520718470899	-8.24634301732002
46.125	0.00785398163397448	0.0278638764155416	-7.30129081938756
46.375	0.00785398163397448	0.0244191837440738	-6.47248212196269
46.625	0.00785398163397448	0.0213631626930567	-5.74672497670084
46.875	0.00785398163397448	0.0186471669894042	-5.1124677999573
47.125	0.00785398163397448	0.0162279610619117	-4.55961555471479
47.375	0.00785398163397448	0.0140670319518306	-4.07936911281951
47.625	0.00785398163397448	0.0121299763509769	-3.66408524205627
47.875	0.00785398163397448	0.0103859530145096	-3.30715499075107
48.125	0.00785398163397448	0.00880719183526108	-3.00289853532055
48.375	0.00785398163397448	0.00736855176779781	-2.74647481815253
48.625	0.00785398163397448	0.00604712056781642	-2.5338045385545
48.875	0.00785398163397448	0.00482184997916313	-2.3615052719787
49.125	0.00785398163397448	0.00367322057040026	-2.22683768564268
49.375	0.00785398163397448	0.00258293092108835	-2.12766199487237
49.625	0.00785398163397448	0.0015336064534106	-2.06240396569585
49.875	0.00785398163397448	0.000508531397210085	-2.03002990798109
0.125	0.0235619449019235	-57551344186325.4	-1.58033913050528e+15
0.375	0.0235619449019235	57658112799263.4	7011731140873.61
0.625	0.0235619449019235	-85587802501.7846	485336141420.335
0.875	0.0235619449019235	-23025793567.9641	-19833523727.5764
1.125	0.0235619449019235	-156204911.820079	-22772750754.5067
1.375	0.0235619449019235	91743192.8260113	-20397846390.7668
1.625	0.0235619449019235	-15071058.3053141	-20502495960.7747
1.875	0.0235619449019235	8750278.59871945	-20615633073.6407
2.125	0.0235619449019235	52694808.8296616	-20250018377.4578
2.375	0.0235619449019235	88326664.1138376	-19447626865.5304
2.625	0.0235619449019235	111930336.910932	-18337938600.1265
2.875	0.0235619449019235	125041198.602414	-17043702144.2863
3.125	0.0235619449019235	130084548.997595	-15662627330.9841
3.375	0.0235619449019235	129345523.708835	-14266543572.043
3.625	0.0235619449019235	124712923.207184	-12905073621.1397
3.875	0.0235619449019235	117647003.743233	-11610270972.8909
4.125	0.0235619449019235	109224515.701761	-10401002487.1337
4.375	0.0235619449019235	100207983.082315	-9286647800.5801
4.625	0.0235619449019235	91116266.0642996	-8270025095.04118
4.875	0.0235619449019235	82286663.4206098	-7349603355.48789
5.125	0.0235619449019235	73925443.8474907	-6521118194.92002
5.375	0.0235619449019235	66146946.7249194	-5778717893.14924
5.625	0.0235619449019235	59002779.3651558	-5115754127.08902
5.875	0.0235619449019235	52503033.3200598	-4525311946.2381
6.125	0.0235619449019235	46631359.5806068	-4000552928.16377
6.375	0.0235619449019235	41355467.9091592	-3534927231.12795
6.625	0.0235619449019235	36634296.9808619	-3122295425.85179
6.875	0.0235619449019235	32422807.4145307	-2756989494.26814
7.125	0.0235619449019235	28675104.0340225	-2433833769.59764
7.375	0.0235619449019235	25346400.4409386	-2148140289.01778
7.625	0.0235619449019235	22394192.6220187	-1895688499.46934
7.875	0.0235619449019235	19778900.3164325	-1672696045.94988
8.125	0.0235619449019235	17464156.6557707	-1475785122.2503
8.375	0.0235619449019235	15416870.7417574	-1301947304.83033
8.625	0.0235619449019235	13607148.3872171	-1148508720.50525
8.875	0.0235619449019235	12008128.6456117	-1013096672.04658
9.125	0.0235619449019235	10595774.5914341	-893608358.352657
9.375	0.0235619449019235	9348643.60603795	-788182003.636534
9.625	0.0235619449019235	8247653.38731661	-695170501.224429
9.875	0.0235619449019235	7275853.76893719	-613117545.863561
10.125	0.0235619449019235	6418210.31162536	-540736148.810102
10.375	0.0235619449019235	5661402.88924438	-476889385.095456
10.625	0.0235619449019235	4993640.69995372	-420573200.379109
10.875	0.0235619449019235	4404493.98513083	-370901097.588381
11.125	0.0235619449019235	3884742.02709075	-327090525.630068
11.375	0.0235619449019235	3426236.57719363	-288450800.144226
11.625	0.0235619449019235	3021779.64017827	-254372397.09911
11.875	0.0235619449019235	2665014.44128509	-224317472.383778
12.125	0.0235619449019235	2350328.38428282	-197811473.400519
12.375	0.0235619449019235	2072766.84010795	-174435721.339976
12.625	0.0235619449019235	1827956.66685025	-153820854.944861
12.875	0.0235619449019235	1612038.43863217	-135641037.913818
13.125	0.0235619449019235	1421606.44463501	-119608842.559194
13.375	0.0235619449019235	1253655.60443362	-105470731.878029
13.625	0.0235619449019235	1105534.5284045	-93003070.8374618
13.875	0.0235619449019235	974904.030200184	-82008605.4540821
14.125	0.0235619449019235	859700.471032329	-72313355.2173171
14.375	0.0235619449019235	758103.382297407	-63763870.6327068
14.625	0.0235619449019235	668506.873830447	-56224813.2072058
14.875	0.0235619449019235	589494.38995297	-49576820.1297543
15.125	0.0235619449019235	519816.4248004	-43714620.2777436
15.375	0.0235619449019235	458370.852564584	-38545372.0610899
15.625	0.0235619449019235	404185.567688602	-33987197.0533925
15.875	0.0235619449019235	356403.165133869	-29967886.4024456
16.125	0.0235619449019235	314267.422021353	-26423759.7039168
16.375	0.0235619449019235	277111.36962182	-23298658.4017114
16.625	0.0235619449019235	244346.769203202	-20543057.8817249
16.875	0.0235619449019235	215454.826973211	-18113284.2838836
17.125	0.0235619449019235	189978.002588339	-15970823.6987072
17.375	0.0235619449019235	167512.782714081	-14081712.8640979
17.625	0.0235619449019235	147703.306164646	-12416001.7578801
17.875	0.0235619449019235	130235.740446917	-10947279.6114686
18.125	0.0235619449019235	114833.321282184	-9652256.86738927
18.375	0.0235619449019235	101251.977057802	-8510396.4836575
18.625	0.0235619449019235	89276.4693273205	-7503588.76491743
18.875	0.0235619449019235	78716.9885719679	-6615864.58584074
19.125	0.0235619449019235	69406.1515830555	-5833142.47727401
19.375	0.0235619449019235	61196.3531340157	-5143005.57944914
19.625	0.0235619449019235	53957.4301798957	-4534504.93758442
19.875	0.0235619449019235	47574.6017377555	-3997986.03077218
20.125	0.0235619449019235	41946.6519396466	-3524935.79168688
20.375	0.0235619449019235	36984.3275784761	-3107847.69810388
20.625	0.0235619449019235	32608.9248455837	-2740102.80256835
20.875	0.0235619449019235	28751.0429400197	-2415864.81828076
21.125	0.0235619449019235	25349.4848600865	-2129987.60132357
21.375	0.0235619449019235	22350.2880086198	-1877933.56523395
21.625	0.0235619449019235	19705.8692912166	-1655701.73671469
21.875	0.0235619449019235	17374.2711932499	-1459764.31368517
22.125	0.0235619449019235	15318.496915343	-1287010.72130987
22.375	0.0235619449019235	13505.9240530535	-1134698.28021843
22.625	0.0235619449019235	11907.7875469087	-1000408.70571968
22.875	0.0235619449019235	10498.7237231449	-882009.749058835
23.125	0.0235619449019235	9256.36821073707	-777621.373129167
23.375	0.0235619449019235	8161.00137172498	-685585.926808381
23.625	0.0235619449019235	7195.23563288083	-604441.845379439
23.875	0.0235619449019235	6343.7397692151	-532900.460313641
24.125	0.0235619449019235	5592.99577413854	-469825.550922444
24.375	0.0235619449019235	4931.08446648776	-414215.313800382
24.625	0.0235619449019235	4347.49643919479	-365186.464271106
24.875	0.0235619449019235	3832.96535532736	-321960.217816334
25.125	0.0235619449019235	3379.32095084232	-283849.929247396
25.375	0.0235619449019235	2979.35941528594	-250250.193641608
25.625	0.0235619449019235	2626.72909674314	-220627.236226099
25.875	0.0235619449019235	2315.82971993417	-194510.438816265
26.125	0.0235619449019235	2041.72352031763	-171484.868427656
26.375	0.0235619449019235	1800.0568857492	-151184.689563714
26.625	0.0235619449019235	1586.99126365726	-133287.355688769
26.875	0.0235619449019235	1399.14223845715	-117508.487747531
27.125	0.0235619449019235	1233.5258133511	-103597.358484657
27.375	0.0235619449019235	1087.51104480046	-91332.9109229859
27.625	0.0235619449019235	958.778278612536	-80520.2478290481
27.875	0.0235619449019235	845.282325351551	-70987.5364633012
28.125	0.0235619449019235	745.219991061761	-62583.2794986895
28.375	0.0235619449019235	657.001448321004	-55173.9087987203
28.625	0.0235619449019235	579.22499351761	-48641.6638674104
28.875	0.0235619449019235	510.654789924562	-42882.7212991752
29.125	0.0235619449019235	450.201243482076	-37805.5455386547
29.375	0.0235619449019235	396.903699943738	-33329.4347716113
29.625	0.0235619449019235	349.915188850596	-29383.2388640658
29.875	0.0235619449019235	308.488972257468	-25904.2289968148
30.125	0.0235619449019235	271.966684758123	-22837.1010496582
30.375	0.0235619449019235	239.767876595755	-20133.0969122189
30.625	0.0235619449019235	211.380793901047	-17749.2297697981
30.875	0.0235619449019235	186.354249724846	-15647.6010629587
31.125	0.0235619449019235	164.290456837764	-13794.7982746235
31.375	0.0235619449019235	144.838708527862	-12161.363981483
31.625	0.0235619449019235	127.689807082466	-10721.3277377878
31.875	0.0235619449019235	112.571151504387	-9451.79335707727
32.125	0.0235619449019235	99.2424064740737	-8332.57503690352
32.375	0.0235619449019235	87.4916837935436	-7345.87654708738
32.625	0.0235619449019235	77.1321756813785	-6476.00838579763
32.875	0.0235619449019235	67.9991864598441	-5709.13841062215
33.125	0.0235619449019235	59.9475154987901	-5033.07198336331
33.375	0.0235619449019235	52.8491498566912	-4437.05813597227
33.625	0.0235619449019235	46.5912299755354	-3911.61867827949
33.875	0.0235619449019235	41.0742561211031	-3448.39753253187
34.125	0.0235619449019235	36.2105070823664	-3040.02790099964
34.375	0.0235619449019235	31.9226460138093	-2680.01515616015
34.625	0.0235619449019235	28.1424912759068	-2362.633592702
34.875	0.0235619449019235	24.8099327490138	-2082.83540078095
35.125	0.0235619449019235	21.871976405934	-1836.17041409687
35.375	0.0235619449019235	19.2819019652751	-1618.7153575285
35.625	0.0235619449019235	16.9985202435337	-1427.01146997764
35.875	0.0235619449019235	14.9855184072414	-1258.00951113294
36.125	0.0235619449019235	13.2108827226114	-1109.02127817803
36.375	0.0235619449019235	11.6463896310316	-977.676861900768
36.625	0.0235619449019235	10.2671570640382	-861.88696285449
36.875	0.0235619449019235	9.0512488682912	-759.809668624044
37.125	0.0235619449019235	7.97932605474603	-669.82116413731
37.375	0.0235619449019235	7.03433933006941	-590.489909462087
37.625	0.0235619449019235	6.20125802418215	-520.553874631065
37.875	0.0235619449019235	5.46683110604521	-458.900469619625
38.125	0.0235619449019235	4.81937648963011	-404.54885043373
38.375	0.0235619449019235	4.24859528149735	-356.634320028499
38.625	0.0235619449019235	3.74540801770973	-314.394576072357
38.875	0.0235619449019235	3.30181028721227	-277.157586925306
39.125	0.0235619449019235	2.91074544686802	-244.330903079659
39.375	0.0235619449019235	2.56599240494079	-215.392234128132
39.625	0.0235619449019235	2.26206668927271	-189.881141440533
39.875	0.0235619449019235	1.99413322752886	-167.391714465478
40.125	0.0235619449019235	1.7579294530115	-147.566114209801
40.375	0.0235619449019235	1.54969751365478	-130.08888123378
40.625	0.0235619449019235	1.36612450649182	-114.681917654093
40.875	0.0235619449019235	1.20428978744214	-101.100063361754
41.125	0.0235619449019235	1.06161851872944	-89.1271961092696
41.375	0.0235619449019235	0.935840715386597	-78.572793450129
41.625	0.0235619449019235	0.824955139714985	-69.2689018568249
41.875	0.0235619449019235	0.727197469630083	-61.0674648176086
42.125	0.0235619449019235	0.641012234764734	-53.8379674199477
42.375	0.0235619449019235	0.56502807409775	-47.4653599609563
42.625	0.0235619449019235	0.498035921679191	-41.8482275618464
42.875	0.0235619449019235	0.438969773574523	-36.8971766752372
43.125	0.0235619449019235	0.386889730187002	-32.5334128231294
43.375	0.0235619449019235	0.340967044293404	-28.6874869443247
43.625	0.0235619449019235	0.300470937017547	-25.2981904113873
43.875	0.0235619449019235	0.26475697207555	-22.3115811415266
44.125	0.0235619449019235	0.233256803403529	-19.6801253106084
44.375	0.0235619449019235	0.205469133115705	-17.3619410180217
44.625	0.0235619449019235	0.1809517359864	-15.3201318715672
44.875	0.0235619449019235	0.159314423608142	-13.5221998916642
45.125	0.0235619449019235	0.140212836320526	-11.939528395747
45.375	0.0235619449019235	0.123342964167907	-10.5469266367722
45.625	0.0235619449019235	0.108436309736795	-9.32222895200561
45.875	0.0235619449019235	0.0952556159315783	-8.2459420453095
46.125	0.0235619449019235	0.0835910907313544	-7.30093479178841
46.375	0.0235619449019235	0.0732570688740506	-6.47216563006093
46.625	0.0235619449019235	0.0640890573627243	-5.74644320535202
46.875	0.0235619449019235	0.0559411177929682	-5.11221645555843
47.125	0.0235619449019235	0.0486835438569952	-4.55939080083979
47.375	0.0235619449019235	0.042200797074469	-4.0791675125773
47.625	0.0235619449019235	0.0363896679067928	-3.66390370632611
47.875	0.0235619449019235	0.0311576329961333	-3.30699073153312
48.125	0.0235619449019235	0.0264213823897198	-3.00274902351248
48.375	0.0235619449019235	0.0221054933138687	-2.74633774512588
48.625	0.0235619449019235	0.0181412293944932	-2.53367778095854
48.875	0.0235619449019235	0.0144654462209035	-2.36138685924537
49.125	0.0235619449019235	0.0110195858585723	-2.22672576970537
49.375	0.0235619449019235	0.00774874441065981	-2.1275548216478
49.625	0.0235619449019235	0.00460079848523479	-2.06229984794629
49.875	0.0235619449019235	0.00152559064046158	-2.02992720045917
0.125	0.0392699081698724	-87793539447385	809186024905347
0.375	0.0392699081698724	88291724025406.9	18701106487494.5
0.625	0.0392699081698724	-462306137630.619	466695739163.515
0.875	0.0392699081698724	-39126615941.3427	-24465719071.8125
1.125	0.0392699081698724	-116975644.229485	-23070466747.7101
1.375	0.0392699081698724	166921739.272844	-20502712035.3552
1.625	0.0392699081698724	-20987045.7422931	-20587135396.6878
1.875	0.0392699081698724	17360971.1634511	-20682397914.7977
2.125	0.0392699081698724	89919787.7170459	-20301334332.5642
2.375	0.0392699081698724	148804290.387148	-19486728679.3588
2.625	0.0392699081698724	187762930.223447	-18367641542.5604
2.875	0.0392699081698724	209325281.998931	-17066239040.5815
3.125	0.0392699081698724	217511565.165037	-15679723720.1258
3.375	0.0392699081698724	216113570.682945	-14279518941.1032
3.625	0.0392699081698724	208266487.59064	-12914930714.2867
3.875	0.0392699081698724	196394300.152936	-11617768672.4101
4.125	0.0392699081698724	182284155.438693	-10406713634.3526
4.375	0.0392699081698724	167201291.676161	-9291004271.42076
4.625	0.0392699081698724	152006221.848749	-8273352467.98384
4.875	0.0392699081698724	137257908.287173	-7352147294.99789
5.125	0.0392699081698724	123297725.568299	-6523064372.74651
5.375	0.0392699081698724	110314431.608932	-5780206948.6016
5.625	0.0392699081698724	98392679.9105956	-5116892864.20176
5.875	0.0392699081698724	87548266.9756797	-4526181701.08115
6.125	0.0392699081698724	77753172.8195725	-4001215820.49832
6.375	0.0392699081698724	68952996.5219408	-3535430839.93776
6.625	0.0392699081698724	61078859.2913901	-3122676292.65207
6.875	0.0392699081698724	54055357.7557154	-2757275754.75248
7.125	0.0392699081698724	47805741.6157285	-2434047136.4819
7.375	0.0392699081698724	42255168.4761372	-2148297551.04739
7.625	0.0392699081698724	37332645.3320174	-1895802658.67866
7.875	0.0392699081698724	32972086.6408444	-1672777183.61701
8.125	0.0392699081698724	29112788.8906742	-1475841060.67413
8.375	0.0392699081698724	25699528.7433423	-1301984114.8795
8.625	0.0392699081698724	22682426.2818572	-1148531112.22268
8.875	0.0392699081698724	20016669.0251953	-1013108296.23613
9.125	0.0392699081698724	17662160.5340205	-893612040.144343
9.375	0.0392699081698724	15583135.4904876	-788179923.878509
9.625	0.0392699081698724	13747768.1282955	-695164337.711688
9.875	0.0392699081698724	12127790.7072178	-613108583.541674
10.125	0.0392699081698724	10698131.8832869	-540725365.934685
10.375	0.0392699081698724	9436580.28099677	-476877520.700802
10.625	0.0392699081698724	8323475.60238725	-420560807.176867
10.875	0.0392699081698724	7341427.70706761	-370888583.479837
11.125	0.0392699081698724	6475062.92003468	-327078186.299835
11.375	0.0392699081698724	5710796.13173189	-288438844.654472
11.625	0.0392699081698724	5036626.88356594	-254360967.981209
11.875	0.0392699081698724	4441957.4704425	-224306661.398116
12.125	0.0392699081698724	3917431.06402361	-197801333.882429
12.375	0.0392699081698724	3454787.91527015	-174426277.853179
12.625	0.0392699081698724	3046737.79822804	-153812110.81044
12.875	0.0392699081698724	2686846.98633922	-135632981.062797
13.125	0.0392699081698724	2369438.19306649	-119601450.062661
13.375	0.0392699081698724	2089502.05091362	-105463973.434751
13.625	0.0392699081698724	1842618.84119501	-92996911.4406197
13.875	0.0392699081698724	1624889.31776105	-82003007.4126815
14.125	0.0392699081698724	1432873.58950122	-72308279.6714068
14.375	0.0392699081698724	1263537.13805595	-63759278.6726665
14.625	0.0392699081698724	1114203.14864824	-56220666.6844616
14.875	0.0392699081698724	982510.423593583	-49573082.2280971
15.125	0.0392699081698724	866376.230387772	-43711255.8999669
15.375	0.0392699081698724	763963.509969344	-38542348.0741688
15.625	0.0392699081698724	673651.93651282	-33984482.4262825
15.875	0.0392699081698724	594012.378652162	-29965452.2632994
16.125	0.0392699081698724	523784.364061184	-26421579.3377367
16.375	0.0392699081698724	461856.19548579	-23296707.2048489
16.625	0.0392699081698724	407247.407248588	-20541313.2859889
16.875	0.0392699081698724	359093.287493142	-18111725.6601191
